frame,scenario_id,environment,snr_db,speed_kmph,predicted_OTFS_BER,actual_BER_OTFS,predicted_ODDM_BER,actual_BER_ODDM,predicted_OTFS_throughput,actual_TP_OTFS,predicted_ODDM_throughput,actual_TP_ODDM,predicted_OTFS_CQI,CQI_OTFS_from_trace,predicted_OTFS_ACS,actual_ACS_OTFS,predicted_ODDM_ACS,actual_ACS_ODDM
2,C,Pedestrian,17.81,3.1,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.988535143797917,0.862538013348054,0.968112006664641
3,C,Pedestrian,18.49,3.6,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.989334883578221,0.862538013348054,0.968097248264241
4,C,Pedestrian,19.48,3.5,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.987972658239618,0.862538013348054,0.966190905792468
5,C,Pedestrian,20.69,2.8,1.1105670004288299e-11,0.0015625,1.4593135997569101e-09,0.0005208333333333,866094.786381729,0,800112.335555978,0.0,15.0,14,0.94955380228353,0.344191017357868,0.862538013348054,0.353675638860044
6,C,Pedestrian,21.98,1.8,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.981640716606262,0.862538013348054,0.958437408367342
7,C,Pedestrian,22.99,0.9,1.1105670004288399e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.978753181566853,0.862538013348054,0.958450870321529
8,C,Pedestrian,22.95,0.4,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.980097312950302,0.862538013348054,0.958725420638596
9,C,Pedestrian,22.71,0.6,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.983179909642657,0.862538013348054,0.962214303266888
10,C,Pedestrian,22.31,1.2,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.980978070279418,0.862538013348054,0.961971277697478
11,C,Pedestrian,21.76,2.1,1.1105670004288399e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.979118841960891,0.862538013348054,0.961025926314684
12,C,Pedestrian,21.1,2.9,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.981645067304412,0.862538013348054,0.962156012358949
13,C,Pedestrian,20.38,3.2,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.981736041799983,0.862538013348054,0.962690884607816
14,C,Pedestrian,19.62,2.9,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.981615012331088,0.862538013348054,0.959408017160574
15,C,Pedestrian,18.9,2.1,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.981659351413402,0.862538013348054,0.958399049015429
16,C,Pedestrian,17.46,1.1,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549236,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.980289692886645,0.651315705136594,0.95832741706509
17,C,Pedestrian,15.92,0.3,0.001068673331553,0.0010416666666666,0.0017890732755805,0.0,630102.734549237,0,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.361711955900676,0.651315705136594,0.960735905839332
18,C,Pedestrian,14.76,0.0,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549236,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.988277253144707,0.651315705136593,0.964772404219428
19,C,Pedestrian,14.11,0.3,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.981178619735588,0.651315705136594,0.962284118472615
20,C,Pedestrian,14.05,1.1,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.981202840817719,0.651315705136594,0.959387576776358
21,C,Pedestrian,14.57,2.0,0.001068673331553,0.0015625,0.0017890732755805,0.0005208333333333,630102.734549237,0,613733.220967597,0.0,13.0166666666666,14,0.68706773840058,0.344958921137069,0.651315705136594,0.352480357361136
22,C,Pedestrian,15.62,2.7,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.980780113068289,0.651315705136594,0.961099057400498
23,C,Pedestrian,17.08,2.8,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549236,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.980424020094133,0.651315705136593,0.955522336397372
24,C,Pedestrian,18.55,2.3,1.1105670004288399e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.989266899121893,0.862538013348054,0.963138207781436
25,C,Pedestrian,19.25,1.4,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.989467743231179,0.862538013348054,0.962941669680231
26,C,Pedestrian,20.0,0.4,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.981234285765884,0.862538013348054,0.960311036572572
27,C,Pedestrian,20.75,0.0,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.98381802210185,0.862538013348054,0.961563034287978
28,C,Pedestrian,21.45,0.0,1.1105670004288399e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.982219661558025,0.862538013348054,0.95897695934256
29,C,Pedestrian,22.05,0.2,1.1105670004288399e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.986748436946775,0.862538013348054,0.957778517964214
30,C,Pedestrian,22.53,1.0,1.1105670004288299e-11,0.0,1.45931359975692e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.982679612495176,0.862538013348054,0.9587715363548
31,C,Urban,17.85,42.8,0.0063598208250886,0.0010416666666666,0.0249945485064479,0.0106770833333333,1077985.19619399,0,734724.875154455,0.0,13.0455555555556,15,0.590223766471399,0.353422256467895,0.474931906841588,0.267030841894924
32,C,Urban,17.99,44.9,0.0055513800781085,0.0005208333333333,0.0231958808176459,0.0276041666666667,1020396.89210042,0,684822.341041395,0.0,13.0966666666667,15,0.57190119912918,0.376836940219036,0.458294717736087,0.229500745275816
33,C,Urban,17.17,46.7,0.0473301370137475,0.0020833333333333,0.102564931967235,0.0471354166666667,317598.050682261,0,45163.9651438452,0.0,11.13,15,0.373946837865548,0.34341790973481,0.228922053050531,0.211990116976424
34,C,Urban,15.95,48.0,0.0473301370137475,0.0,0.102564931967235,0.0,317598.050682261,1800000,45163.9651438452,1796491.22807018,11.13,15,0.373946837865548,0.98176323368783,0.228922053050531,0.957069174276779
35,C,Urban,14.79,48.7,0.0473301370137475,0.377604166666667,0.102564931967235,0.3703125,317598.050682261,0,45163.9651438452,0.0,11.13,3,0.373946837865548,0.136942106274552,0.228922053050531,0.121129780895841
36,C,Urban,13.82,48.5,0.0473301370137475,0.003125,0.102564931967235,0.0393229166666667,317598.050682261,0,45163.9651438452,0.0,11.13,15,0.373946837865548,0.347772221559325,0.228922053050531,0.223757322569583
37,C,Urban,13.15,47.6,0.0473301370137475,0.11328125,0.102564931967235,0.26875,317598.050682261,0,45163.9651438452,0.0,11.13,7,0.373946837865548,0.193295994042449,0.228922053050531,0.142078609922977
38,C,Urban,12.8,45.9,0.0473301370137475,0.0869791666666667,0.102564931967235,0.183854166666667,317598.050682261,0,45163.9651438452,0.0,11.13,8,0.373946837865548,0.206278444098267,0.228922053050531,0.150987207121285
39,C,Urban,12.78,43.6,0.049696398866459,0.0255208333333333,0.100728958287548,0.149479166666667,383327.685816293,0,56150.7207920266,0.0,11.2577777777778,10,0.389155272305874,0.241698513679028,0.231784653522948,0.165465522001199
40,C,Urban,13.03,40.9,0.0498484187379076,0.16953125,0.100976041650189,0.279427083333333,383327.685816293,0,54223.0349757332,0.0,11.2533333333333,6,0.388843031861689,0.159475759577803,0.230651897032242,0.138482965788456
41,C,Urban,13.24,38.0,0.0539528426751581,0.125520833333333,0.0964491506730932,0.26875,514439.5766545,0,113149.562210188,0.0,11.4988888888889,7,0.413079691019437,0.189206803752458,0.240737815135681,0.139214921626661
42,C,Urban,12.69,35.4,0.0537883057767886,0.0020833333333333,0.0962131443880103,0.0151041666666667,514439.5766545,0,115077.248026482,0.0,11.5033333333333,15,0.413391931463622,0.343455500161373,0.241870571626388,0.253354505905316
43,C,Urban,12.29,33.1,0.126849490583341,0.0247395833333333,0.20750084576063,0.143229166666667,1996.10136452242,0,1996.10136452242,0.0,8.27888888888888,10,0.212053370064481,0.251948735903731,0.158978138730957,0.168572667617486
44,C,Urban,12.05,31.3,0.126037404260435,0.0065104166666666,0.20766727498263,0.0661458333333333,1996.10136452242,0,1996.10136452242,0.0,8.24555555555555,13,0.211848836113785,0.307721578645605,0.158890630365373,0.194338148282292
45,C,Urban,12.01,30.4,0.126037404260435,0.0783854166666667,0.20766727498263,0.24921875,1996.10136452242,0,1996.10136452242,0.0,8.24555555555555,8,0.211848836113785,0.204902036623453,0.158890630365373,0.135087902529283
46,C,Urban,12.15,30.2,0.126849490583341,0.163802083333333,0.20750084576063,0.3296875,1996.10136452242,0,1996.10136452242,0.0,8.27888888888888,6,0.212053370064481,0.167246194659466,0.158978138730957,0.140117009635773
47,C,Urban,12.47,30.9,0.126037404260435,0.0427083333333333,0.20766727498263,0.20078125,1996.10136452242,0,1996.10136452242,0.0,8.24555555555555,9,0.211848836113785,0.212702001566786,0.158890630365373,0.158024964725226
48,C,Urban,12.95,32.2,0.0537883057767886,0.00703125,0.0962131443880103,0.0653645833333333,514439.5766545,0,115077.248026482,0.0,11.5033333333333,13,0.413391931463622,0.30309312396981,0.241870571626388,0.196472046120059
49,C,Urban,13.55,34.0,0.0537883057767886,0.13515625,0.0962131443880103,0.272395833333333,514439.5766545,0,115077.248026482,0.0,11.5033333333333,7,0.413391931463622,0.180007003289242,0.241870571626388,0.135316248686722
50,C,Urban,13.48,36.1,0.0537883057767885,0.0020833333333333,0.0962131443880103,0.0489583333333333,514439.5766545,0,115077.248026482,0.0,11.5033333333333,15,0.413391931463622,0.34681256853921,0.241870571626388,0.214831732888916
51,C,Pedestrian,18.23,9.0,1.1105670004288399e-11,0.0015625,1.4593135997569101e-09,0.003125,866094.786381729,0,800112.335555978,0.0,15.0,14,0.94955380228353,0.345255215411359,0.862538013348054,0.299271745984332
52,C,Pedestrian,18.22,9.9,1.1105670004288299e-11,0.0020833333333333,1.4593135997569101e-09,0.0010416666666666,866094.786381729,0,800112.335555978,0.0,15.0,13,0.949553802283531,0.332145230316438,0.862538013348054,0.344750478777409
53,C,Pedestrian,18.51,6.9,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.988411482530145,0.862538013348054,0.959567973767411
54,C,Pedestrian,19.1,7.8,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.980005143247453,0.862538013348054,0.961509576629765
55,C,Pedestrian,19.96,8.7,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.980924746619813,0.862538013348054,0.960697630615812
56,C,Pedestrian,21.01,5.7,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.980842971499087,0.862538013348054,0.959800076462958
57,C,Pedestrian,22.13,6.6,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.981149860450856,0.862538013348054,0.959933570606226
58,C,Pedestrian,22.95,7.6,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.988425493466343,0.862538013348054,0.95981627236854
59,C,Pedestrian,22.71,4.6,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.983448108867959,0.862538013348054,0.95693637206059
60,C,Pedestrian,22.31,5.5,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.988760811081926,0.862538013348054,0.958237236622139
1,D,Urban,12.48,20.8,0.0146356717678278,0.0,0.0098890781563627,0.0,328355.46084187,900000,441721.865385091,898245.614035088,11.9611111111111,15,0.513246478085519,0.980492909965976,0.562521520584469,0.962357134550055
2,D,Urban,12.81,27.5,1.60050362889453e-11,0.0,4.697581314654879e-11,0.0,844728.265107213,900000,773969.24481495,898245.614035088,14.7355555555556,15,0.921752484106741,0.981936526095703,0.849949596070166,0.959216961633587
3,D,Urban,13.49,21.7,1.60050362889453e-11,0.0177083333333333,4.6975813146549e-11,0.0203125,844728.265107213,0,773969.24481495,0.0,14.7355555555556,9,0.921752484106741,0.250206144333949,0.849949596070166,0.222159609947735
4,D,Urban,14.48,38.3,1.69864125615421e-11,0.0072916666666666,5.3419709590487e-11,0.0098958333333333,837728.265107213,0,770975.092768166,0.0,14.7,10,0.914662770047509,0.281341482819954,0.845094754914194,0.247354119120557
5,D,Urban,15.69,27.1,1.60050362889453e-11,0.0130208333333333,4.6975813146549e-11,0.0098958333333333,844728.265107213,0,773969.24481495,0.0,14.7355555555556,10,0.921752484106741,0.263284298983877,0.849949596070165,0.245813240569297
6,D,Urban,12.45,43.7,0.0139294760935018,0.0015625,0.0081712262278344,0.0020833333333333,304121.258572158,0,400603.263161692,0.0,11.91,14,0.513345400568448,0.342865824897369,0.562941913175723,0.306155751132129
7,D,Urban,17.99,37.9,1.2093249352128999e-12,0.0,1.13508575077838e-12,0.0,892380.701754386,900000,896729.957805912,898245.614035088,15.0,15,0.98491102130783,0.979975476581135,0.962898027680161,0.957178332542041
8,D,Urban,17.95,44.6,1e-12,0.0,1e-12,0.0005208333333333,894123.903912112,900000,891363.11708624,0.0,15.0,15,0.986759972569493,0.978936475756921,0.964089945578419,0.349537221690322
9,D,Highway,11.7,104.6,0.126929652370521,0.0966145833333333,0.259663071686698,0.234375,0.0,0,0.0,0.0,6.84222222222223,8,0.198069569036026,0.204980385104085,0.146991749256956,0.140726222869171
10,D,Highway,14.31,93.5,0.0375282403271208,0.0927083333333333,0.125097337702666,0.211197916666667,17400.0,0,3866.66666666667,0.0,10.2355555555555,8,0.257607811484856,0.206204013130962,0.184084327178241,0.150445300135642
11,D,Highway,13.76,108.0,0.0373329045185863,0.160677083333333,0.125427409620272,0.297135416666667,7733.33333333333,0,1933.33333333333,0.0,10.1544444444444,6,0.257410508627022,0.183828148232533,0.182023893383569,0.13790382291947
12,D,Highway,13.1,81.1,0.0395453766351089,0.0325520833333333,0.123084394213407,0.142447916666667,1933.33333333333,0,0.0,0.0,10.2166666666667,10,0.253771663961607,0.245151579492203,0.184648421935881,0.169133078421139
13,D,Highway,12.31,95.6,0.128110315008849,0.101041666666667,0.259681321846306,0.24609375,966.666666666667,0,0.0,0.0,6.82555555555556,7,0.197396508903383,0.189508507332404,0.146946696399945,0.144569032193727
14,D,Highway,11.62,84.6,0.12963755844021,0.191145833333333,0.25542453843171,0.33203125,0.0,0,0.0,0.0,6.69777777777778,6,0.19684036646203,0.150889586497468,0.147492042873733,0.133973031051744
15,D,Pedestrian,18.9,4.7,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.980951862182263,0.862538013348054,0.960182345294339
16,D,Pedestrian,17.46,2.2,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.983856489359463,0.651315705136593,0.9555487038953
17,D,Pedestrian,15.92,2.6,0.001068673331553,0.0010416666666666,0.0017890732755805,0.0,630102.734549237,0,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.362469788651403,0.651315705136594,0.963634479800255
18,D,Pedestrian,14.76,3.1,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.981722405020382,0.651315705136593,0.961919378739711
19,D,Pedestrian,14.11,0.6,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549236,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.988747557998204,0.651315705136593,0.961539919651528
20,D,HighSpeedRail,2.05,178.4,0.40230758279124,0.287326388888889,0.415695623742984,0.393923611111111,0.0,0,0.0,0.0,3.34222222222221,6,0.13882002302724,0.152130956041477,0.126689240847764,0.118690862707811
21,D,HighSpeedRail,-2.15,229.9,0.400472719782117,0.450694444444444,0.414067854166126,0.442708333333333,0.0,0,0.0,0.0,3.40888888888888,2,0.140508473935688,0.115765624458063,0.126703475398938,0.121780955012529
22,D,HighSpeedRail,3.62,218.4,0.232677475590438,0.412152777777778,0.390158890097082,0.417013888888889,0.0,0,0.0,0.0,5.08111111111111,3,0.169139468084215,0.138027153183344,0.138320765552142,0.130392021250394
23,D,HighSpeedRail,5.08,206.9,0.232677475590438,0.331597222222222,0.390158890097082,0.396354166666667,0.0,0,0.0,0.0,5.08111111111111,5,0.169139468084215,0.161371275133915,0.138320765552142,0.127597637590767
24,D,HighSpeedRail,6.55,258.5,0.22769454952477,0.375868055555556,0.390319353664915,0.401909722222222,0.0,0,0.0,0.0,5.15444444444443,4,0.169909748398557,0.14318811892653,0.137994692552649,0.126005344532185
25,D,HighSpeedRail,7.25,310.0,0.22769454952477,0.236805555555556,0.390319353664915,0.377951388888889,0.0,0,0.0,0.0,5.15444444444443,7,0.169909748398557,0.186227123386385,0.137994692552649,0.129847252922225
26,D,HighSpeedRail,8.0,298.5,0.221887538081769,0.225694444444444,0.392422855962341,0.398263888888889,0.0,0,0.0,0.0,7.05444444444444,7,0.187107202262949,0.18295537102197,0.128982462408096,0.121301889227489
27,D,HighSpeedRail,8.75,287.1,0.221887538081769,0.235243055555556,0.392422855962341,0.386979166666667,0.0,0,0.0,0.0,7.05444444444444,7,0.187107202262949,0.161990540191008,0.128982462408096,0.126254740264443
28,D,HighSpeedRail,9.45,338.6,0.221887538081769,0.286284722222222,0.392422855962341,0.400347222222222,0.0,0,0.0,0.0,7.05444444444444,6,0.187107202262949,0.149703264343169,0.128982462408096,0.121736464975584
29,D,Urban,17.05,42.8,0.0473301370137475,0.13671875,0.102564931967235,0.291927083333333,317598.050682261,0,45163.9651438452,0.0,11.13,7,0.373946837865548,0.175441581707505,0.228922053050531,0.141754032636469
30,D,Urban,17.53,51.7,0.0055513800781085,0.0356770833333333,0.0231958808176459,0.126302083333333,1020396.89210042,0,684822.341041395,0.0,13.0966666666667,10,0.57190119912918,0.23478058194033,0.458294717736086,0.173222270880855
31,D,Urban,17.85,54.1,0.0055513800781085,0.0010416666666666,0.0231958808176459,0.01171875,1020396.89210042,0,684822.341041395,0.0,13.0966666666667,15,0.57190119912918,0.348744396309826,0.458294717736086,0.264958568841063
32,D,Urban,17.99,50.0,0.0055513800781085,0.0005208333333333,0.0231958808176459,0.02578125,1020396.89210042,0,684822.341041395,0.0,13.0966666666667,15,0.57190119912918,0.368198512979109,0.458294717736087,0.232333384690147
33,D,Urban,17.17,46.0,0.0473301370137475,0.0020833333333333,0.102564931967235,0.0484375,317598.050682261,0,45163.9651438452,0.0,11.13,15,0.373946837865548,0.354644218413496,0.228922053050531,0.210235023986053
34,D,Urban,15.95,48.4,0.0473301370137475,0.0,0.102564931967235,0.0,317598.050682261,1800000,45163.9651438452,1796491.22807018,11.13,15,0.373946837865548,0.979743454766257,0.228922053050531,0.951129772873663
35,D,Urban,14.79,57.3,0.0475124591175533,0.359635416666667,0.102564931967235,0.366927083333333,315598.050682261,0,45163.9651438452,0.0,11.13,3,0.373585889170869,0.118839123570898,0.228922053050531,0.123176833240961
36,D,Highway,10.82,127.5,0.204340340266421,0.2078125,0.391474273960087,0.396006944444444,0.0,0,0.0,0.0,6.90333333333334,7,0.186080801458798,0.161266474662588,0.130556141488192,0.118513476887931
37,D,Highway,10.15,115.1,0.203152984696578,0.336458333333333,0.391474273960087,0.403298611111111,0.0,0,0.0,0.0,6.89555555555556,5,0.186659459197292,0.145966402082887,0.130556141488192,0.12195905031728
38,D,Highway,9.8,102.8,0.194039213397216,0.213715277777778,0.390405478717967,0.390451388888889,0.0,0,0.0,0.0,6.84111111111112,7,0.183799609128337,0.178405970975705,0.131558120024796,0.125422889921545
39,D,Highway,9.78,90.4,0.19224191462101,0.270486111111111,0.390293225508513,0.380902777777778,0.0,0,0.0,0.0,6.92555555555557,6,0.186619077861619,0.155526763668882,0.132558510309942,0.122421562303764
40,D,Highway,10.03,78.0,0.192463705684951,0.302777777777778,0.390225963993821,0.388888888888889,0.0,0,0.0,0.0,6.97777777777779,5,0.187299836128051,0.144543460303376,0.132574728032679,0.12377951362948
41,D,Pedestrian,18.24,9.7,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.980108366113747,0.862538013348054,0.958401318168054
42,D,Pedestrian,17.69,10.0,1.1105670004288299e-11,0.0,1.4593135997569101e-09,0.0,866094.786381729,900000,800112.335555978,898245.614035088,15.0,15,0.94955380228353,0.989459416149751,0.862538013348054,0.967236663967693
43,D,Pedestrian,17.29,8.3,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.981978380531515,0.651315705136594,0.957122474746442
44,D,Pedestrian,17.05,5.4,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549236,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.978264210006994,0.651315705136594,0.960239392227263
45,D,Pedestrian,17.01,3.8,0.001068673331553,0.0005208333333333,0.0017890732755805,0.0005208333333333,630102.734549237,0,613733.220967597,0.0,13.0166666666666,15,0.68706773840058,0.370805300389785,0.651315705136594,0.352192082548804
46,D,Pedestrian,17.15,4.1,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.983523352273634,0.651315705136593,0.960662329321431
47,D,Urban,12.47,21.5,0.0145797654576751,0.0,0.0098113511034688,0.0,310186.850361867,900000,413614.079122941,898245.614035088,11.9611111111111,15,0.513281730591352,0.98782211659921,0.562569180503778,0.95531386830181
48,D,Urban,12.95,24.7,1.60050362889453e-11,0.0,4.6975813146549e-11,0.0,844728.265107213,900000,773969.24481495,898245.614035088,14.7355555555556,15,0.921752484106741,0.97730809897311,0.849949596070165,0.959010490409451
49,D,Urban,13.55,27.1,1.60050362889453e-11,0.0119791666666667,4.697581314654879e-11,0.021875,844728.265107213,0,773969.24481495,0.0,14.7355555555556,9,0.921752484106741,0.26522205342289,0.849949596070166,0.220540921648912
50,D,Urban,13.48,28.1,1.60050362889454e-11,0.0,4.6975813146549e-11,0.0,844728.265107213,900000,773969.24481495,898245.614035088,14.7355555555556,15,0.921752484106741,0.981011223244789,0.849949596070165,0.956545486177181
51,D,Urban,13.23,27.4,1.60050362889453e-11,0.0,4.6975813146549e-11,0.0,844728.265107213,900000,773969.24481495,898245.614035088,14.7355555555556,15,0.921752484106741,0.980271434937727,0.849949596070166,0.962733858298508
52,D,Urban,13.22,25.0,1.60050362889453e-11,0.0588541666666667,4.697581314654879e-11,0.0494791666666667,844728.265107213,0,773969.24481495,0.0,14.7355555555556,7,0.921752484106741,0.199626969655081,0.849949596070165,0.186920141772291
53,D,Urban,13.51,21.6,1.60050362889453e-11,0.0,4.697581314654879e-11,0.0,844728.265107213,900000,773969.24481495,898245.614035088,14.7355555555556,15,0.921752484106741,0.979458944151639,0.849949596070165,0.961265762489292
54,D,Urban,14.1,17.7,5.2360438190589394e-11,0.0,1.03730753347302e-10,0.0,834261.798876722,900000,771636.713226322,898245.614035088,14.4244444444444,15,0.910620191598478,0.979256738524408,0.839256547557364,0.958947041245491
55,D,Urban,14.96,14.2,5.2360438190589594e-11,0.0088541666666666,1.03730753347302e-10,0.0145833333333333,834261.798876722,0,771636.713226322,0.0,14.4244444444444,11,0.910620191598478,0.291564988803418,0.839256547557364,0.24728028393444
56,D,Urban,10.35,11.9,0.0146356717678279,0.0005208333333333,0.0098890781563627,0.0,328355.46084187,0,441721.865385091,898245.614035088,11.9611111111111,15,0.513246478085519,0.378998184070325,0.562521520584469,0.966003850699172
57,D,Urban,14.28,11.2,5.2360438190589394e-11,0.0,1.03730753347302e-10,0.0,834261.798876723,900000,771636.713226322,898245.614035088,14.4244444444445,15,0.910620191598478,0.987619421728712,0.839256547557364,0.965351615837947
58,D,Urban,17.95,12.2,5.1812595458289e-09,0.0,1.62066552716704e-08,0.0,815414.468986488,900000,826200.942581493,898245.614035088,15.0,15,0.867692255287395,0.988721959605862,0.836086885892873,0.963618366190873
59,D,Urban,17.71,14.6,5.181259545828871e-09,0.0,1.62066552716704e-08,0.0,815414.468986488,900000,826200.942581493,898245.614035088,15.0,15,0.867692255287395,0.98813835297034,0.836086885892873,0.963688557524718
60,D,Urban,17.31,17.8,5.2360438190589394e-11,0.0,1.03730753347302e-10,0.0,834261.798876723,900000,771636.713226322,898245.614035088,14.4244444444444,15,0.910620191598478,0.989459081167381,0.839256547557364,0.960834447299891
1,E,Urban,13.0,11.0,5.2360438190589394e-11,0.0,1.03730753347302e-10,0.0,834261.798876723,900000,771636.713226322,898245.614035088,14.4244444444445,15,0.910620191598478,0.896419046215645,0.839256547557364,0.909899191238352
2,E,Urban,13.0,11.0,5.2360438190589594e-11,0.0,1.03730753347302e-10,0.0,834261.798876722,900000,771636.713226322,898245.614035088,14.4244444444444,15,0.910620191598478,0.934392697883199,0.839256547557364,0.91073511412025
3,E,Urban,13.0,11.0,5.2360438190589594e-11,0.0557291666666667,1.03730753347302e-10,0.0578125,834261.798876723,0,771636.713226322,0.0,14.4244444444444,7,0.910620191598478,0.168574104411503,0.839256547557364,0.140644986776479
4,E,Urban,9.0,11.0,0.0146356717678278,0.0354166666666667,0.0098890781563627,0.0473958333333333,328355.46084187,0,441721.865385091,0.0,11.9611111111111,7,0.513246478085519,0.196088974263119,0.562521520584469,0.13896336361583
5,E,Urban,9.0,11.0,0.0146356717678279,0.1328125,0.0098890781563627,0.134375,328355.46084187,0,441721.865385091,0.0,11.9611111111111,5,0.513246478085519,0.131548799918584,0.562521520584469,0.102529250540296
