cond_id,profile,speed_kmph,snr_db,modulation,carrier_hz,doppler_hz,num_paths,delay_spread_taps,doppler_spread_hz,nTrials,label,BER_total,SER_total,PER_mean,Thr_mean,SE_mean,EVM_mean,CQI_mean,SINR_mean,Lat_mean,Run_mean
160,ETU,250,0,16,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.3095366379,0.775862069,1,0,0,86.12206532,4,1.401272639,22.0478,0.0276983
160,ETU,250,0,16,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.3499461207,0.8787715517,1,0,0,79.99836721,4,1.949483763,73.19555,0.09044175
161,ETU,250,5,4,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.1403556034,0.260237069,1,0,0,74.37898649,4.5,2.635841243,18.08465,0.02312435
161,ETU,250,5,4,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.1045258621,0.1998922414,1,0,0,64.23827851,5.5,3.901838725,73.0773,0.09065925
162,ETU,250,5,16,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.1870959052,0.5748922414,1,0,0,57.66747146,6,4.906553743,16.3707,0.0220411
162,ETU,250,5,16,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.3094019397,0.838362069,1,0,0,72.36834286,4.5,2.820764064,73.05795,0.09093855
163,ETU,250,10,4,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.02828663793,0.05603448276,1,0,0,33.03019622,8,9.785947624,23.3975,0.0289237
163,ETU,250,10,4,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.02532327586,0.05010775862,1,0,0,31.34773674,9,10.21166859,74.8312,0.09195105
164,ETU,250,10,16,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.08270474138,0.2909482759,1,0,0,35.01367091,8.5,9.632601754,23.4755,0.02929395
164,ETU,250,10,16,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.2238685345,0.6778017241,1,0,0,59.88972446,5.5,4.529539127,73.6394,0.09136815
165,ETU,250,15,4,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.0005387931034,0.001077586207,0.5,435000,0.90625,3.282660821,15,91.82743992,13.67125,0.01982645
165,ETU,250,15,4,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.00161637931,0.003232758621,1,0,0,7.511534218,14,23.17032978,76.5971,0.0937113
166,ETU,250,15,16,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.01414331897,0.05603448276,1,0,0,11.70533833,12.5,23.5093935,21.3602,0.02664935
166,ETU,250,15,16,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.09105603448,0.3130387931,1,0,0,35.0490309,8.5,10.08952817,74.711,0.09121635
167,ETU,250,20,4,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0,0,0,870000,1.8125,0,15,160,17.23465,0.02293385
167,ETU,250,20,4,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0,0,0,867458.6173,1.807205453,0,15,160,75.005,0.09364695
168,ETU,250,20,16,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.0001346982759,0.0005387931034,0.5,870000,1.8125,1.045302513,15,96.7972801,20.3014,0.02671975
168,ETU,250,20,16,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.02411099138,0.09267241379,0.5,867458.6173,1.807205453,13.98519447,12,85.53301495,81.95445,0.10032015
169,ETU,350,-5,4,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.3580280172,0.5910560345,1,0,0,119.6328359,3,-1.554244104,22.1579,0.02827025
169,ETU,350,-5,4,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.2982219828,0.5113146552,1,0,0,109.2191305,3,-0.7659521466,73.37,0.09073935
170,ETU,350,-5,16,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.4220096983,0.8825431034,1,0,0,125.3981781,3,-1.964994045,27.95935,0.03305925
170,ETU,350,-5,16,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.4000538793,0.9046336207,1,0,0,90.59459158,4,0.8606183754,83.2369,0.10277775
171,ETU,350,0,4,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.2580818966,0.4525862069,1,0,0,101.496074,3.5,-0.1197749236,21.22325,0.0279307
171,ETU,350,0,4,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.192887931,0.3496767241,1,0,0,87.83381875,4,1.127179901,84.83585,0.1069774
172,ETU,350,0,16,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.3510237069,0.8125,1,0,0,97.35951355,3.5,0.2328995564,16.67345,0.02311835
172,ETU,350,0,16,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.3627424569,0.8890086207,1,0,0,82.92801635,4,1.628817223,90.81365,0.1098071
173,ETU,350,5,4,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.1266163793,0.2392241379,1,0,0,70.87935574,4.5,3.024994415,18.9349,0.0250848
173,ETU,350,5,4,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.08351293103,0.1627155172,1,0,0,57.79450116,6,4.762676431,75.34175,0.09307845
174,ETU,350,5,16,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.234375,0.6702586207,1,0,0,67.18562318,5,3.455389213,14.63195,0.02017555
174,ETU,350,5,16,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.3216594828,0.8582974138,1,0,0,74.50153716,5,2.556867676,70.29005,0.08758515
175,ETU,350,10,4,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.01966594828,0.03933189655,1,0,0,27.27921583,9,11.53865048,14.5485,0.0197787
175,ETU,350,10,4,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.01670258621,0.03286637931,1,0,0,25.79362147,9.5,11.78802076,71.7457,0.08990555
176,ETU,350,10,16,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.1260775862,0.4482758621,1,0,0,45.2749693,7,6.882841646,27.70605,0.0333194
176,ETU,350,10,16,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.2561961207,0.7548491379,1,0,0,64.83572431,5,3.773658186,71.6651,0.08894465
177,ETU,350,15,4,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0,0,0,870000,1.8125,0,15,160,11.95915,0.017713
177,ETU,350,15,4,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.0005387931034,0.001077586207,0.5,433729.3087,0.9036027264,3.282660821,15,91.82743992,71.46205,0.08786315
178,ETU,350,15,16,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.02842133621,0.1120689655,1,0,0,21.44660122,10,13.38365223,25.4515,0.0309428
178,ETU,350,15,16,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.1344288793,0.46875,1,0,0,46.66666412,7,6.626184146,70.49845,0.0866663
179,ETU,350,20,4,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0,0,0,870000,1.8125,0,15,160,12.2353,0.01784845
179,ETU,350,20,4,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0,0,0,867458.6173,1.807205453,0,15,160,71.0704,0.0879189
180,ETU,350,20,16,4e+09,1297.19,9,2,1294.91,2,OTFS (MRC),0.0001346982759,0.0005387931034,0.5,870000,1.8125,1.045302513,15,96.7972801,17.38735,0.0231127
180,ETU,350,20,16,4e+09,1297.19,9,2,1294.91,2,ODDM (LMMSE),0.0356950431,0.1400862069,1,0,0,24.0642855,10,12.37267973,70.7226,0.0876088
